Hypermarcas | location | São_Paulo && Brazil | areaTotal | 8514837.14  (square kilometres) && Hypermarcas | location | Brazil && Hypermarcas | industry | Pharmaceuticals
Acharya_Institute_of_Technology | free | All_India_Council_for_Technical_Education && Acharya_Institute_of_Technology | affiliation | Visvesvaraya_Technological_University && Acharya_Institute_of_Technology | city | Bangalore && Acharya_Institute_of_Technology | wasGivenTheTechnicalCampusStatusBy | All_India_Council_for_Technical_Education
Acharya_Institute_of_Technology | free | All_India_Council_for_Technical_Education && Acharya_Institute_of_Technology | affiliation | Visvesvaraya_Technological_University && Acharya_Institute_of_Technology | city | Bangalore && Acharya_Institute_of_Technology | wasGivenTheTechnicalCampusStatusBy | All_India_Council_for_Technical_Education
Pontiac_Rageous | manufacturer | Pontiac && Pontiac | foundationPlace | United_States && Pontiac_Rageous | productionStartYear | 1997 && Pontiac | successor | Buick
Pontiac_Rageous | manufacturer | Pontiac && Pontiac | foundationPlace | United_States && Pontiac_Rageous | productionStartYear | 1997 && Pontiac | successor | Buick
Pontiac_Rageous | manufacturer | Pontiac && Pontiac | foundationPlace | United_States && Pontiac_Rageous | productionStartYear | 1997 && Pontiac | successor | Buick
"It's_Great_to_Be_Young_(1956_film) | starring | Cecil_Parker && Cecil_Parker | birthName | Cecil Schwabe && It's_Great_to_Be_Young_(1956_film) | starring | John_Mills && John_Mills | deathPlace | Denham,_Buckinghamshire"
"It's_Great_to_Be_Young_(1956_film) | starring | Cecil_Parker && Cecil_Parker | birthName | Cecil Schwabe && It's_Great_to_Be_Young_(1956_film) | starring | John_Mills && John_Mills | deathPlace | Denham,_Buckinghamshire"
"It's_Great_to_Be_Young_(1956_film) | starring | Cecil_Parker && Cecil_Parker | birthName | Cecil Schwabe && It's_Great_to_Be_Young_(1956_film) | starring | John_Mills && John_Mills | deathPlace | Denham,_Buckinghamshire"
"Ciudad_Ayala | leaderTitle | ""City Manager"" && Ciudad_Ayala | type | City && Ciudad_Ayala | governmentType | Council-manager_government && Ciudad_Ayala | utcOffset | −6"
"Ciudad_Ayala | leaderTitle | ""City Manager"" && Ciudad_Ayala | type | City && Ciudad_Ayala | governmentType | Council-manager_government && Ciudad_Ayala | utcOffset | −6"
"Ciudad_Ayala | leaderTitle | ""City Manager"" && Ciudad_Ayala | type | City && Ciudad_Ayala | governmentType | Council-manager_government && Ciudad_Ayala | utcOffset | −6"
English_Without_Tears | editing | Alan_Jaggs && Harold_French | activeYearsStartYear | 1920-01-01 && English_Without_Tears | director | Harold_French && English_Without_Tears | producer | Anatole_de_Grunwald
English_Without_Tears | editing | Alan_Jaggs && Harold_French | activeYearsStartYear | 1920-01-01 && English_Without_Tears | director | Harold_French && English_Without_Tears | producer | Anatole_de_Grunwald
English_Without_Tears | editing | Alan_Jaggs && Harold_French | activeYearsStartYear | 1920-01-01 && English_Without_Tears | director | Harold_French && English_Without_Tears | producer | Anatole_de_Grunwald
"Acharya_Institute_of_Technology | country | ""India""@en && Acharya_Institute_of_Technology | director | ""Dr. G. P. Prabhukumar"" && Acharya_Institute_of_Technology | affiliation | Visvesvaraya_Technological_University && Acharya_Institute_of_Technology | country | ""India"""
"Acharya_Institute_of_Technology | country | ""India""@en && Acharya_Institute_of_Technology | director | ""Dr. G. P. Prabhukumar"" && Acharya_Institute_of_Technology | affiliation | Visvesvaraya_Technological_University && Acharya_Institute_of_Technology | country | ""India"""
"Acharya_Institute_of_Technology | country | ""India""@en && Acharya_Institute_of_Technology | director | ""Dr. G. P. Prabhukumar"" && Acharya_Institute_of_Technology | affiliation | Visvesvaraya_Technological_University && Acharya_Institute_of_Technology | country | ""India"""
Death_on_a_Factory_Farm | director | Tom_Simon && Death_on_a_Factory_Farm | producer | Tom_Simon && Death_on_a_Factory_Farm | broadcastedBy | HBO && Death_on_a_Factory_Farm | runtime | 83.0
Death_on_a_Factory_Farm | director | Tom_Simon && Death_on_a_Factory_Farm | producer | Tom_Simon && Death_on_a_Factory_Farm | broadcastedBy | HBO && Death_on_a_Factory_Farm | runtime | 83.0
Death_on_a_Factory_Farm | director | Tom_Simon && Death_on_a_Factory_Farm | producer | Tom_Simon && Death_on_a_Factory_Farm | broadcastedBy | HBO && Death_on_a_Factory_Farm | runtime | 83.0
